,utt,intent,index
10636,"what is restriction ap 57 , on the 8 am flight from san francisco to atlanta what type of aircraft is used and what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars",atis_abbreviation#atis_aircraft#atis_restriction,"5,16,7"
10637,"what does the fare code qx mean , please list the flight times from pittsburgh to newark and how many different flight classes are there",atis_abbreviation#atis_flight_time#atis_quantity,"5,17,0"
10638,what first class airplane goes from philadelphia to san francisco and stops in dallas in the afternoon on monday and then how many people fly on a turboprop,atis_aircraft#atis_capacity,"16,10"
10639,show me the cheapest fare in the database and also show me times for flights from san francisco to atlanta,atis_cheapest#atis_flight_time,"15,17"
10640,how far is it from orlando airport to orlando and what are all the available meals,atis_distance#atis_meal,"9,13"
10641,what s the cheapest round trip fare between boston and washington and also what s the capacity of a 733,atis_airfare#atis_capacity,"4,10"
10642,what kinds of ground transportation is available in dallas fort worth and then what is restriction ap57,atis_ground_service#atis_restriction,"8,7"
10643,show me the flight schedule from pittsburgh to san francisco and then how much does the limousine service cost within pittsburgh,atis_flight_time#atis_ground_fare,"17,14"
10644,show me us air fares for next sunday from miami to cleveland and please list flights between denver and boston,atis_airfare#atis_flight,"4,2"
10645,"what is the cost of flight dl 106 from philadelphia to boston , show me the cheapest fare in the database and how many flights come from denver to baltimore on july nineteenth",atis_airfare#atis_cheapest#atis_quantity,"4,15,0"
10646,what does nw stand for,atis_abbreviation,5
10647,"what does the fare code qw mean , which airline has more business class flights than any other airline and and how can i get to the boston airport from downtown boston",atis_abbreviation#atis_airline#atis_ground_service,"5,3,8"
10648,show me first class fares from dallas to baltimore,atis_airfare,4
10649,"what s the difference between fare code q and fare code b , how expensive is the san francisco limousine service and then what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars",atis_abbreviation#atis_ground_fare#atis_restriction,"5,14,7"
10650,does the philadelphia airport have a name and also list the flights from houston to st paul,atis_airport#atis_flight,"6,2"
10651,show me city served both by nationair and canadian airlines international and what ground transportation can i take into boston,atis_city#atis_ground_service,"11,8"
10652,what s the schedule of flights from atlanta to boston on august first and also what ground transportation is available in denver,atis_flight_time#atis_ground_service,"17,8"
10653,are there any limousines or taxi services available at the boston airport and also show me all meals on flights from atlanta to washington,atis_ground_service#atis_meal,"8,13"
10654,and how can i get to the boston airport from downtown boston and then what are all the available meals,atis_ground_service#atis_meal,"8,13"
10655,show me the flights from philadelphia to dallas and now i d like a schedule for the flights on tuesday morning from oakland no from dallas fort worth to atlanta,atis_flight#atis_flight_time,"2,17"
10656,"what is the name of the airport at denver , what is the cost of the air taxi operation at philadelphia international airport and tell me about ground transportation at salt lake city",atis_airport#atis_ground_fare#atis_ground_service,"6,14,8"
10657,"show me the cheapest fare in the database , may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday and then what is delta s schedule of morning flights to atlanta",atis_cheapest#atis_flight_no#atis_flight_time,"15,1,17"
10658,"names of airports , can you list costs of denver rental cars and also is there a meal on delta flight 852 from san francisco to dallas fort worth",atis_airport#atis_ground_fare#atis_meal,"6,14,13"
10659,names of airports and also how many fares are there one way from tacoma to montreal,atis_airport#atis_quantity,"6,0"
10660,how long does it take to get from denver to oakland and show me the flights from pittsburgh to san francisco,atis_distance#atis_flight,"9,2"
10661,what is fare code f and then how far is the airport from san francisco,atis_abbreviation#atis_distance,"5,9"
10662,what does us mean and what is the distance from los angeles international airport to los angeles,atis_abbreviation#atis_distance,"5,9"
10663,explain the fare code q and also is there ground transportation from the boston airport to downtown boston,atis_abbreviation#atis_ground_service,"5,8"
10664,"what is the total seating capacity of all aircraft of american airlines , where is general mitchell international located and show me the dinner flights from baltimore to oakland",atis_capacity#atis_city#atis_flight,"10,11,2"
10665,what is the number of first class flights on american airlines and what is restriction ap80,atis_flight_no#atis_restriction,"1,7"
10666,i d like a ticket on a plane from denver to atlanta i would like a coach class or lowest fare ticket and also give me a list of airports in baltimore,atis_airfare#atis_airport,"4,6"
10667,find the cheapest one way fare from pittsburgh to san francisco and then what time does twa depart from boston to go to san francisco,atis_airfare#atis_flight_time,"4,17"
10668,"find the cheapest one way fare from boston to oakland , show me the cheapest fare in the database and show me city served both by nationair and canadian airlines international",atis_airfare#atis_cheapest#atis_city,"4,15,11"
10669,"what does the fare code f mean , what is the seating capacity of the various airplanes that united airlines uses and can you list costs of denver rental cars",atis_abbreviation#atis_capacity#atis_ground_fare,"5,10,14"
10670,what airlines fly from dallas to baltimore and how far is oakland airport from downtown,atis_airline#atis_distance,"3,9"
